"Class","Member","Type","Category","Desc"
"Msvm_DVDDrive","ErrorDescription","String","Property","[无描述]"
"Msvm_DVDDrive","ErrorMethodology","String","Property","[无描述]"
"Msvm_DVDDrive","FormatsSupported","UInt16","Property","[无描述]"
"Msvm_DVDDrive","HealthState","UInt16","Property","[无描述]"
"Msvm_DVDDrive","IdentifyingDescriptions","String","Property","[无描述]"
"Msvm_DVDDrive","InstallDate","DateTime","Property","[无描述]"
"Msvm_DVDDrive","InstanceID","String","Property","[无描述]"
"Msvm_DVDDrive","LastCleaned","DateTime","Property","[无描述]"
"Msvm_DVDDrive","LastErrorCode","UInt32","Property","[无描述]"
"Msvm_DVDDrive","LoadTime","UInt64","Property","[无描述]"
"Msvm_DVDDrive","MaxAccessTime","UInt64","Property","[无描述]"
"Msvm_DVDDrive","MaxBlockSize","UInt64","Property","[无描述]"
"Msvm_DVDDrive","MaxMediaSize","UInt64","Property","[无描述]"
"Msvm_DVDDrive","MaxQuiesceTime","UInt64","Property","[无描述]"
"Msvm_DVDDrive","MaxUnitsBeforeCleaning","UInt64","Property","[无描述]"
"Msvm_DVDDrive","MediaIsLocked","Boolean","Property","[无描述]"
"Msvm_DVDDrive","MinBlockSize","UInt64","Property","[无描述]"
"Msvm_DVDDrive","MountCount","UInt64","Property","[无描述]"
"Msvm_DVDDrive","Name","String","Property","[无描述]"
"Msvm_DVDDrive","NeedsCleaning","Boolean","Property","[无描述]"
"Msvm_DVDDrive","NumberOfMediaSupported","UInt32","Property","[无描述]"
"Msvm_DVDDrive","OperatingStatus","UInt16","Property","[无描述]"
"Msvm_DVDDrive","OperationalStatus","UInt16","Property","[无描述]"
"Msvm_DVDDrive","OtherEnabledState","String","Property","[无描述]"
"Msvm_DVDDrive","OtherIdentifyingInfo","String","Property","[无描述]"
"Msvm_DVDDrive","PowerManagementCapabilities","UInt16","Property","[无描述]"
"Msvm_DVDDrive","PowerManagementSupported","Boolean","Property","[无描述]"
"Msvm_DVDDrive","PowerOnHours","UInt64","Property","[无描述]"
"Msvm_DVDDrive","PrimaryStatus","UInt16","Property","[无描述]"
"Msvm_DVDDrive","RequestedState","UInt16","Property","[无描述]"
"Msvm_DVDDrive","Security","UInt16","Property","[无描述]"
"Msvm_DVDDrive","Status","String","Property","[无描述]"
"Msvm_DVDDrive","StatusDescriptions","String","Property","[无描述]"
"Msvm_DVDDrive","StatusInfo","UInt16","Property","[无描述]"
"Msvm_DVDDrive","SystemCreationClassName","String","Property","[无描述]"
"Msvm_DVDDrive","SystemName","String","Property","[无描述]"
"Msvm_DVDDrive","TimeOfLastMount","DateTime","Property","[无描述]"
"Msvm_DVDDrive","TimeOfLastStateChange","DateTime","Property","[无描述]"
"Msvm_DVDDrive","TotalMountTime","UInt64","Property","[无描述]"
"Msvm_DVDDrive","TotalPowerOnHours","UInt64","Property","[无描述]"
"Msvm_DVDDrive","TransitioningToState","UInt16","Property","[无描述]"
"Msvm_DVDDrive","UncompressedDataRate","UInt32","Property","[无描述]"
"Msvm_DVDDrive","UnitsDescription","String","Property","[无描述]"
"Msvm_DVDDrive","UnitsUsed","UInt64","Property","[无描述]"
"Msvm_DVDDrive","UnloadTime","UInt64","Property","[无描述]"
"Msvm_DVDDrive","RequestStateChange","Method","Method","[无描述]"
"Msvm_DVDDrive","SetPowerState","Method","Method","[无描述]"
"Msvm_DVDDrive","Reset","Method","Method","[无描述]"
"Msvm_DVDDrive","EnableDevice","Method","Method","[无描述]"
"Msvm_DVDDrive","OnlineDevice","Method","Method","[无描述]"
"Msvm_DVDDrive","QuiesceDevice","Method","Method","[无描述]"
"Msvm_DVDDrive","SaveProperties","Method","Method","[无描述]"
"Msvm_DVDDrive","RestoreProperties","Method","Method","[无描述]"
"Msvm_DVDDrive","LockMedia","Method","Method","[无描述]"
"Msvm_Battery","AdditionalAvailability","UInt16","Property","[无描述]"
"Msvm_Battery","Availability","UInt16","Property","[无描述]"
"Msvm_Battery","AvailableRequestedStates","UInt16","Property","[无描述]"
"Msvm_Battery","Caption","String","Property","[无描述]"
"Msvm_Battery","CommunicationStatus","UInt16","Property","[无描述]"
"Msvm_Battery","CreationClassName","String","Property","[无描述]"
"Msvm_Battery","Description","String","Property","[无描述]"
"Msvm_Battery","DetailedStatus","UInt16","Property","[无描述]"
"Msvm_Battery","DeviceID","String","Property","[无描述]"
"Msvm_Battery","ElementName","String","Property","[无描述]"
"Msvm_Battery","EnabledDefault","UInt16","Property","[无描述]"
"Msvm_Battery","EnabledState","UInt16","Property","[无描述]"
"Msvm_Battery","ErrorCleared","Boolean","Property","[无描述]"
"Msvm_Battery","ErrorDescription","String","Property","[无描述]"
"Msvm_Battery","HealthState","UInt16","Property","[无描述]"
"Msvm_Battery","IdentifyingDescriptions","String","Property","[无描述]"
"Msvm_Battery","InstallDate","DateTime","Property","[无描述]"
"Msvm_Battery","InstanceID","String","Property","[无描述]"
"Msvm_Battery","LastErrorCode","UInt32","Property","[无描述]"
"Msvm_Battery","MaxQuiesceTime","UInt64","Property","[无描述]"
"Msvm_Battery","Name","String","Property","[无描述]"
"Msvm_Battery","OperatingStatus","UInt16","Property","[无描述]"
"Msvm_Battery","OperationalStatus","UInt16","Property","[无描述]"
"Msvm_Battery","OtherEnabledState","String","Property","[无描述]"
"Msvm_Battery","OtherIdentifyingInfo","String","Property","[无描述]"
"Msvm_Battery","PowerManagementCapabilities","UInt16","Property","[无描述]"
"Msvm_Battery","PowerManagementSupported","Boolean","Property","[无描述]"
"Msvm_Battery","PowerOnHours","UInt64","Property","[无描述]"
"Msvm_Battery","PrimaryStatus","UInt16","Property","[无描述]"
"Msvm_Battery","RequestedState","UInt16","Property","[无描述]"
"Msvm_Battery","Status","String","Property","[无描述]"
"Msvm_Battery","StatusDescriptions","String","Property","[无描述]"
"Msvm_Battery","StatusInfo","UInt16","Property","[无描述]"
"Msvm_Battery","SystemCreationClassName","String","Property","[无描述]"
"Msvm_Battery","SystemName","String","Property","[无描述]"
"Msvm_Battery","TimeOfLastStateChange","DateTime","Property","[无描述]"
"Msvm_Battery","TotalPowerOnHours","UInt64","Property","[无描述]"
"Msvm_Battery","TransitioningToState","UInt16","Property","[无描述]"
"Msvm_Battery","RequestStateChange","Method","Method","[无描述]"
"Msvm_Battery","SetPowerState","Method","Method","[无描述]"
"Msvm_Battery","Reset","Method","Method","[无描述]"
"Msvm_Battery","EnableDevice","Method","Method","[无描述]"
"Msvm_Battery","OnlineDevice","Method","Method","[无描述]"
"Msvm_Battery","QuiesceDevice","Method","Method","[无描述]"
"Msvm_Battery","SaveProperties","Method","Method","[无描述]"
"Msvm_Battery","RestoreProperties","Method","Method","[无描述]"
"CIM_VideoHead","AdditionalAvailability","UInt16","Property","[无描述]"
"CIM_VideoHead","Availability","UInt16","Property","[无描述]"
"CIM_VideoHead","AvailableRequestedStates","UInt16","Property","[无描述]"
"CIM_VideoHead","Caption","String","Property","[无描述]"
"CIM_VideoHead","CommunicationStatus","UInt16","Property","[无描述]"
"CIM_VideoHead","CreationClassName","String","Property","[无描述]"
"CIM_VideoHead","CurrentBitsPerPixel","UInt32","Property","The number of bits used to display each pixel."
"CIM_VideoHead","CurrentHorizontalResolution","UInt32","Property","Current number of horizontal pixels."
"CIM_VideoHead","CurrentNumberOfColors","UInt64","Property","Number of colors supported at the current resolutions."
"CIM_VideoHead","CurrentNumberOfColumns","UInt32","Property","If in character mode, number of columns for this DisplayController. Otherwise, enter 0."
"CIM_VideoHead","CurrentNumberOfRows","UInt32","Property","If in character mode, number of rows for this Video Controller. Otherwise, enter 0."
"CIM_VideoHead","CurrentRefreshRate","UInt32","Property","Current refresh rate in Hertz."
"CIM_VideoHead","CurrentScanMode","UInt16","Property","Current scan mode. [枚举值: 0 - Unknown; 1 - Other; 2 - Not Supported; 3 - Non-Interlaced Operation; 4 - Interlaced Operation]"
"CIM_VideoHead","CurrentVerticalResolution","UInt32","Property","Current number of vertical pixels."
"CIM_VideoHead","Description","String","Property","[无描述]"
"CIM_VideoHead","DetailedStatus","UInt16","Property","[无描述]"
"CIM_VideoHead","DeviceID","String","Property","[无描述]"
"CIM_VideoHead","ElementName","String","Property","[无描述]"
"CIM_VideoHead","EnabledDefault","UInt16","Property","[无描述]"
"CIM_VideoHead","EnabledState","UInt16","Property","[无描述]"
"CIM_VideoHead","ErrorCleared","Boolean","Property","[无描述]"
"CIM_VideoHead","ErrorDescription","String","Property","[无描述]"
"CIM_VideoHead","HealthState","UInt16","Property","[无描述]"
"CIM_VideoHead","IdentifyingDescriptions","String","Property","[无描述]"
"CIM_VideoHead","InstallDate","DateTime","Property","[无描述]"
"CIM_VideoHead","InstanceID","String","Property","[无描述]"
"CIM_VideoHead","LastErrorCode","UInt32","Property","[无描述]"
"CIM_VideoHead","MaxQuiesceTime","UInt64","Property","[无描述]"
"CIM_VideoHead","MaxRefreshRate","UInt32","Property","Maximum refresh rate of the DisplayController in Hertz."
"CIM_VideoHead","MinRefreshRate","UInt32","Property","Minimum refresh rate of the Video Controller in Hertz."
"CIM_VideoHead","Name","String","Property","[无描述]"
"CIM_VideoHead","OperatingStatus","UInt16","Property","[无描述]"
"CIM_VideoHead","OperationalStatus","UInt16","Property","[无描述]"
"CIM_VideoHead","OtherCurrentScanMode","String","Property","A string describing the current scan mode when the instance's CurrentScanMode property is 1 (""Other"")."
"CIM_VideoHead","OtherEnabledState","String","Property","[无描述]"
"CIM_VideoHead","OtherIdentifyingInfo","String","Property","[无描述]"
"CIM_VideoHead","PowerManagementCapabilities","UInt16","Property","[无描述]"
"CIM_VideoHead","PowerManagementSupported","Boolean","Property","[无描述]"
"CIM_VideoHead","PowerOnHours","UInt64","Property","[无描述]"
"CIM_VideoHead","PrimaryStatus","UInt16","Property","[无描述]"
"CIM_VideoHead","RequestedState","UInt16","Property","[无描述]"
"CIM_VideoHead","Status","String","Property","[无描述]"
"CIM_VideoHead","StatusDescriptions","String","Property","[无描述]"
"CIM_VideoHead","StatusInfo","UInt16","Property","[无描述]"
"CIM_VideoHead","SystemCreationClassName","String","Property","[无描述]"
"CIM_VideoHead","SystemName","String","Property","[无描述]"
"CIM_VideoHead","TimeOfLastStateChange","DateTime","Property","[无描述]"
"CIM_VideoHead","TotalPowerOnHours","UInt64","Property","[无描述]"
"CIM_VideoHead","TransitioningToState","UInt16","Property","[无描述]"
"CIM_VideoHead","RequestStateChange","Method","Method","[无描述]"
"CIM_VideoHead","SetPowerState","Method","Method","[无描述]"
"CIM_VideoHead","Reset","Method","Method","[无描述]"
"CIM_VideoHead","EnableDevice","Method","Method","[无描述]"
"CIM_VideoHead","OnlineDevice","Method","Method","[无描述]"
"CIM_VideoHead","QuiesceDevice","Method","Method","[无描述]"
"CIM_VideoHead","SaveProperties","Method","Method","[无描述]"
"CIM_VideoHead","RestoreProperties","Method","Method","[无描述]"
"Msvm_VideoHead","AdditionalAvailability","UInt16","Property","[无描述]"
"Msvm_VideoHead","Availability","UInt16","Property","[无描述]"
"Msvm_VideoHead","AvailableRequestedStates","UInt16","Property","[无描述]"
"Msvm_VideoHead","Caption","String","Property","[无描述]"
"Msvm_VideoHead","CommunicationStatus","UInt16","Property","[无描述]"
"Msvm_VideoHead","CreationClassName","String","Property","[无描述]"
"Msvm_VideoHead","CurrentBitsPerPixel","UInt32","Property","[无描述]"
"Msvm_VideoHead","CurrentHorizontalResolution","UInt32","Property","[无描述]"
"Msvm_VideoHead","CurrentNumberOfColors","UInt64","Property","[无描述]"
"Msvm_VideoHead","CurrentNumberOfColumns","UInt32","Property","[无描述]"
"Msvm_VideoHead","CurrentNumberOfRows","UInt32","Property","[无描述]"
"Msvm_VideoHead","CurrentRefreshRate","UInt32","Property","[无描述]"
"Msvm_VideoHead","CurrentScanMode","UInt16","Property","[无描述]"
"Msvm_VideoHead","CurrentVerticalResolution","UInt32","Property","[无描述]"
"Msvm_VideoHead","Description","String","Property","[无描述]"
"Msvm_VideoHead","DetailedStatus","UInt16","Property","[无描述]"
"Msvm_VideoHead","DeviceID","String","Property","[无描述]"
"Msvm_VideoHead","ElementName","String","Property","[无描述]"
"Msvm_VideoHead","EnabledDefault","UInt16","Property","[无描述]"
"Msvm_VideoHead","EnabledState","UInt16","Property","[无描述]"
"Msvm_VideoHead","ErrorCleared","Boolean","Property","[无描述]"
"Msvm_VideoHead","ErrorDescription","String","Property","[无描述]"
"Msvm_VideoHead","HealthState","UInt16","Property","[无描述]"
"Msvm_VideoHead","IdentifyingDescriptions","String","Property","[无描述]"
"Msvm_VideoHead","InstallDate","DateTime","Property","[无描述]"
"Msvm_VideoHead","InstanceID","String","Property","[无描述]"
"Msvm_VideoHead","LastErrorCode","UInt32","Property","[无描述]"
"Msvm_VideoHead","MaxQuiesceTime","UInt64","Property","[无描述]"
"Msvm_VideoHead","MaxRefreshRate","UInt32","Property","[无描述]"
"Msvm_VideoHead","MinRefreshRate","UInt32","Property","[无描述]"
"Msvm_VideoHead","Name","String","Property","[无描述]"
"Msvm_VideoHead","OperatingStatus","UInt16","Property","[无描述]"
"Msvm_VideoHead","OperationalStatus","UInt16","Property","[无描述]"
"Msvm_VideoHead","OtherCurrentScanMode","String","Property","[无描述]"
"Msvm_VideoHead","OtherEnabledState","String","Property","[无描述]"
"Msvm_VideoHead","OtherIdentifyingInfo","String","Property","[无描述]"
"Msvm_VideoHead","PowerManagementCapabilities","UInt16","Property","[无描述]"
"Msvm_VideoHead","PowerManagementSupported","Boolean","Property","[无描述]"
"Msvm_VideoHead","PowerOnHours","UInt64","Property","[无描述]"
"Msvm_VideoHead","PrimaryStatus","UInt16","Property","[无描述]"
"Msvm_VideoHead","RequestedState","UInt16","Property","[无描述]"
"Msvm_VideoHead","Status","String","Property","[无描述]"
"Msvm_VideoHead","StatusDescriptions","String","Property","[无描述]"
"Msvm_VideoHead","StatusInfo","UInt16","Property","[无描述]"
"Msvm_VideoHead","SystemCreationClassName","String","Property","[无描述]"
"Msvm_VideoHead","SystemName","String","Property","[无描述]"
"Msvm_VideoHead","TimeOfLastStateChange","DateTime","Property","[无描述]"
"Msvm_VideoHead","TotalPowerOnHours","UInt64","Property","[无描述]"
"Msvm_VideoHead","TransitioningToState","UInt16","Property","[无描述]"
"Msvm_VideoHead","RequestStateChange","Method","Method","[无描述]"
"Msvm_VideoHead","SetPowerState","Method","Method","[无描述]"
"Msvm_VideoHead","Reset","Method","Method","[无描述]"
"Msvm_VideoHead","EnableDevice","Method","Method","[无描述]"
"Msvm_VideoHead","OnlineDevice","Method","Method","[无描述]"
"Msvm_VideoHead","QuiesceDevice","Method","Method","[无描述]"
"Msvm_VideoHead","SaveProperties","Method","Method","[无描述]"
"Msvm_VideoHead","RestoreProperties","Method","Method","[无描述]"
"CIM_Controller","AdditionalAvailability","UInt16","Property","[无描述]"
"CIM_Controller","Availability","UInt16","Property","[无描述]"
"CIM_Controller","AvailableRequestedStates","UInt16","Property","[无描述]"
"CIM_Controller","Caption","String","Property","[无描述]"
"CIM_Controller","CommunicationStatus","UInt16","Property","[无描述]"
"CIM_Controller","CreationClassName","String","Property","[无描述]"
"CIM_Controller","Description","String","Property","[无描述]"
"CIM_Controller","DetailedStatus","UInt16","Property","[无描述]"
"CIM_Controller","DeviceID","String","Property","[无描述]"
"CIM_Controller","ElementName","String","Property","[无描述]"
"CIM_Controller","EnabledDefault","UInt16","Property","[无描述]"
"CIM_Controller","EnabledState","UInt16","Property","[无描述]"
"CIM_Controller","ErrorCleared","Boolean","Property","[无描述]"
"CIM_Controller","ErrorDescription","String","Property","[无描述]"
"CIM_Controller","HealthState","UInt16","Property","[无描述]"
"CIM_Controller","IdentifyingDescriptions","String","Property","[无描述]"
"CIM_Controller","InstallDate","DateTime","Property","[无描述]"
"CIM_Controller","InstanceID","String","Property","[无描述]"
"CIM_Controller","LastErrorCode","UInt32","Property","[无描述]"
"CIM_Controller","MaxNumberControlled","UInt32","Property","Maximum number of directly addressable entities that are supported by this Controller. A value of 0 should be used if the number is unknown or unlimited."
"CIM_Controller","MaxQuiesceTime","UInt64","Property","[无描述]"
"CIM_Controller","Name","String","Property","[无描述]"
"CIM_Controller","OperatingStatus","UInt16","Property","[无描述]"
"CIM_Controller","OperationalStatus","UInt16","Property","[无描述]"
"CIM_Controller","OtherEnabledState","String","Property","[无描述]"
"CIM_Controller","OtherIdentifyingInfo","String","Property","[无描述]"
"CIM_Controller","PowerManagementCapabilities","UInt16","Property","[无描述]"
"CIM_Controller","PowerManagementSupported","Boolean","Property","[无描述]"
